0.3739745961	-0.0129365157	1
0.2576480502	0.0413080474	1
0.409764916	0.0320568612	1
0.3543507162	0.0654542995	1
0.372432354	0.08869017	1
0.3472005207	0.1132568368	1
0.3591622651	0.1386428292	1
0.3821334016	0.1682734241	1
0.3379453303	0.1860643709	1
0.3244195427	0.2083650985	1
0.3409161271	0.2418084738	1
0.2821180878	0.2446743916	1
0.2854193352	0.2742107371	1
0.2525548441	0.2837931291	1
0.261517781	0.3210382163	1
0.2507737834	0.3472453551	1
0.3052491712	0.4387047829	1
0.1945624132	0.3686454861	1
0.1739634323	0.3861216674	1
0.1660282272	0.4228983823	1
0.1210337175	0.4049655354	1
0.1028447219	0.429325238	1
0.1257679842	0.5548237307	1
0.0593408848	0.4781564359	1
0.0221747148	0.4611253714	1
0.0012295171	0.5057939626	1
-0.0290095569	0.5250611348	1
-0.0635705967	0.5190803257	1
-0.0968205288	0.5591009609	1
-0.1295486237	0.4829582523	1
-0.1698717804	0.5500158604	1
-0.2010304061	0.5142014845	1
-0.2254866728	0.465931075	1
-0.2793283783	0.5242831515	1
-0.3208219038	0.5250645095	1
-0.3215951864	0.4342537603	1
-0.3904743681	0.4866811798	1
-0.3898850476	0.4117177277	1
-0.4549801758	0.4384547325	1
-0.4596157161	0.3810913456	1
-0.5052496342	0.3732359084	1
-0.4886754367	0.3036238872	1
-0.4876492526	0.2556847722	1
-0.5077917503	0.2268541492	1
-0.5871427503	0.2334073291	1
-0.6185877902	0.2041748131	1
-0.6564862073	0.1753110608	1
-0.6306669825	0.1195082441	1
-0.6310199111	0.0768254522	1
-0.7114963581	0.0533722834	1
-0.7622775202	0.01521694	1
-0.7328474269	-0.0365758419	1
-0.6261625726	-0.0866387201	1
-0.6841111295	-0.1290067073	1
-0.6083042566	-0.16611288	1
-0.6231504685	-0.2092758756	1
-0.6845338665	-0.2665191955	1
-0.6362303764	-0.3009515952	1
-0.6085181642	-0.3385162068	1
-0.6173595137	-0.3910732234	1
-0.6159451255	-0.4429763733	1
-0.5654601737	-0.4688083126	1
-0.5567611232	-0.5198927246	1
-0.4739411887	-0.5156082321	1
-0.4380531526	-0.5431532549	1
-0.4191415617	-0.5874959415	1
-0.4452563467	-0.6894767915	1
-0.3695913879	-0.6751862985	1
-0.3625484962	-0.7544938357	1
-0.293553972	-0.7403198488	1
-0.2626723399	-0.7931752458	1
-0.1883915458	-0.7509194642	1
-0.1546268742	-0.8056765669	1
-0.1030748881	-0.8146943153	1
-0.0536725596	-0.8341927116	1
-0.0033957365	-0.8600033855	1
0.0497004672	-0.8867307072	1
0.1061622655	-0.8870305614	1
0.1569668003	-0.7930295692	1
0.2143332409	-0.8365390691	1
0.2694551465	-0.8326723515	1
0.3295276535	-0.842680757	1
0.4023835129	-0.8798759713	1
0.4047427373	-0.7214532021	1
0.4779635524	-0.7527895261	1
0.4791116948	-0.6391171171	1
